institute_id,name,country,region,parent_institution,parent_ror,organization_type,china_focus_area,funding_source_if_available,official_url,source_url,year_established,confucius_institute_on_campus,joint_chinese_center,chinese_funding_presence,policy_vs_academic_orientation,publication_indexed_share,china_coauthorship_share,policy_output_share,notes,country_iso2,parent_institution_normalized,institute_type_category,confucius_institute_present,confucius_institute_closed,ci_closure_year,ci_partner_university,china_funding_present,china_funding_type,china_university_partner,director_name,director_start_year,director_end_year,director_background_type,director_security_policy_background,director_china_academic_background,director_prior_affiliation_china,director_change_year,director_change_post_ci_closure,disciplinary_orientation_primary,disciplinary_orientation_secondary,discipline_history_share,discipline_politics_share,discipline_economics_share,discipline_law_share,discipline_society_culture_share,discipline_science_technology_share,discipline_security_strategy_share,discipline_interdisciplinary_share,discipline_detection_method,publication_count,topic_security_share,topic_economy_share,topic_governance_share,topic_cooperation_share,hawkishness_score_x,engagement_score_x,risk_framing_score_x,panel_year,pre_post_ci_closure,sensitive_topic_share,sensitive_topic_index_x,sensitive_topic_avoidance_score_x,sensitive_topic_count_x,tiananmen_topic_share,falun_gong_topic_share,xinjiang_topic_share,tibet_topic_share,hongkong_democracy_topic_share,human_rights_topic_share,tiananmen_topic_count,falun_gong_topic_count,xinjiang_topic_count,tibet_topic_count,hongkong_topic_count,human_rights_topic_count,sensitive_topic_detection_method_x,parent_institution_original,parent_institution_effective,chinese_partner_inferred,openalex_parent_institution_id,resolved_publications_url,resolved_people_url,resolved_reports_url,ci_match_method,ci_match_confidence,topic_domestic_politics_share,topic_environment_climate_share,topic_health_science_share,topic_history_culture_share,topic_hong_kong_share,topic_ir_foreign_policy_share,topic_law_institutions_share,topic_media_information_share,topic_regional_global_south_share,topic_security_military_share,topic_society_demographics_share,topic_taiwan_strait_share,topic_technology_cyber_share,topic_trade_economics_share,topic_unclassified_share,topic_xinjiang_tibet_share,total_docs,tiananmen_doc_count,tiananmen_doc_share,tiananmen_total_hits,tiananmen_hit_density,tiananmen_multi_count,falun_gong_doc_count,falun_gong_doc_share,falun_gong_total_hits,falun_gong_hit_density,falun_gong_multi_count,xinjiang_doc_count,xinjiang_doc_share,xinjiang_total_hits,xinjiang_hit_density,xinjiang_multi_count,tibet_doc_count,tibet_doc_share,tibet_total_hits,tibet_hit_density,tibet_multi_count,hong_kong_doc_count,hong_kong_doc_share,hong_kong_total_hits,hong_kong_hit_density,hong_kong_multi_count,human_rights_doc_count,human_rights_doc_share,human_rights_total_hits,human_rights_hit_density,human_rights_multi_count,taiwan_coercion_doc_count,taiwan_coercion_doc_share,taiwan_coercion_total_hits,taiwan_coercion_hit_density,taiwan_coercion_multi_count,media_control_doc_count,media_control_doc_share,media_control_total_hits,media_control_hit_density,media_control_multi_count,covid_origins_doc_count,covid_origins_doc_share,covid_origins_total_hits,covid_origins_hit_density,covid_origins_multi_count,elite_capture_doc_count,elite_capture_doc_share,elite_capture_total_hits,elite_capture_hit_density,elite_capture_multi_count,sensitive_topic_count_y,sensitive_topic_raw_score,sensitive_topic_density,tiananmen_corpus_mean_share,falun_gong_corpus_mean_share,xinjiang_corpus_mean_share,tibet_corpus_mean_share,hong_kong_corpus_mean_share,human_rights_corpus_mean_share,taiwan_coercion_corpus_mean_share,media_control_corpus_mean_share,covid_origins_corpus_mean_share,elite_capture_corpus_mean_share,tiananmen_avoidance,tiananmen_coverage_band,falun_gong_avoidance,falun_gong_coverage_band,xinjiang_avoidance,xinjiang_coverage_band,tibet_avoidance,tibet_coverage_band,hong_kong_avoidance,hong_kong_coverage_band,human_rights_avoidance,human_rights_coverage_band,taiwan_coercion_avoidance,taiwan_coercion_coverage_band,media_control_avoidance,media_control_coverage_band,covid_origins_avoidance,covid_origins_coverage_band,elite_capture_avoidance,elite_capture_coverage_band,sensitive_topic_avoidance_score_y,sensitive_topic_index_y,sensitive_topic_detection_method_y,hawkish_framing_score,engagement_framing_score,risk_framing_score_y,securitisation_framing_score,techno_nationalist_framing_score,liberal_internationalist_framing_score,china_threat_index,engagement_index,techno_nationalist_index,hawkishness_score_y,engagement_score_y,dominant_framing,network_nodes,network_edges,china_agenda_dependence
china_africa_research_initiative,China Africa Research Initiative,United States / Africa-focused,Africa / North America,Johns Hopkins SAIS,,Research initiative,"China-Africa relations, loans, investment, policy",,https://www.sais-cari.org/,https://www.sais-cari.org/,2014.0,,,,,,,,Global reference point for China-Africa research.,,Johns Hopkins SAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johns Hopkins SAIS,Johns Hopkins SAIS,,,https://www.sais-cari.org/publications,https://www.sais-cari.org/team,https://www.sais-cari.org/publications,,,0.0135135135135135,,,0.054054054054054,,0.0675675675675675,,,0.5135135135135135,,,,0.027027027027027,0.1486486486486486,0.1756756756756756,,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0135,1.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0135,1.0,0.0016,0.0,2.0,4.0,0.0002924324324324,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.1292,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,-1.0,high,0.8129,0.0027,keyword_dictionary_weighted,0.0038,54.1797,0.0957,0.002,0.1919,0.0062,0.0308,38.7016,0.1919,0.0038,54.1797,engagement,0.0,0.0,
china_institute_birmingham,China Institute,United Kingdom,Europe,University of Birmingham,https://ror.org/01ej9dk98,University institute,"Chinese interests, funding, research, academic engagement",University + external engagement support,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,,,,,,,University of Birmingham China hub.,GB,University of Birmingham,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Birmingham,University of Birmingham,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,0.0118243243243243,0.0472972972972973,0.0320945945945945,0.0726351351351351,0.0101351351351351,0.0219594594594594,,,0.0084459459459459,0.1385135135135135,0.0168918918918918,0.0135135135135135,0.027027027027027,0.0320945945945945,0.5456081081081081,0.0219594594594594,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0084,8.0,0.0257,2.0,11.0,0.0186,16.0,0.0829,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0029,0.0,18.0,181.5,0.0113389358108108,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.4581,normal,-0.839,high,1.0,low,1.0,low,1.0,low,0.7691,low,1.0,low,0.6505,low,0.7878,0.003,keyword_dictionary_weighted,0.0054,0.057,0.0905,0.0021,0.0114,0.0167,0.0299,0.0455,0.0114,0.0054,0.057,risk,0.0,0.0,
china_institute_chulalongkorn,China Institute,Thailand,Asia,Chulalongkorn University,,University institute,China studies and Thailand-China relations,,https://www.arts.chula.ac.th/china/,https://www.arts.chula.ac.th/china/,,,,,,,,,China studies unit at Chulalongkorn.,TH,Chulalongkorn University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chulalongkorn University,Chulalongkorn University,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,0.011864406779661,0.047457627118644,0.0305084745762711,0.0728813559322033,0.0084745762711864,0.023728813559322,,,0.0084745762711864,0.1389830508474576,0.0169491525423728,0.0135593220338983,0.0271186440677966,0.0322033898305084,0.5457627118644067,0.0220338983050847,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0085,8.0,0.0258,2.0,11.0,0.0186,16.0,0.0832,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0029,0.0,18.0,181.5,0.0113773728813559,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.4517,normal,-0.839,high,1.0,low,1.0,low,1.0,low,0.7691,low,1.0,low,0.6505,low,0.7871,0.003,keyword_dictionary_weighted,0.0054,0.0572,0.0868,0.0021,0.0114,0.0168,0.0288,0.0457,0.0114,0.0054,0.0572,risk,0.0,0.0,
china_institute_csun,China Institute,United States,North America,"California State University, Northridge",,University institute,"U.S.-China cultural exchange, academic collaboration, global understanding",,https://www.csun.edu/china-institute,https://www.csun.edu/china-institute,,,,,,,,,CSUN China Institute.,US,"California State University, Northridge",academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"California State University, Northridge","California State University, Northridge",,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,0.011864406779661,0.047457627118644,0.0305084745762711,0.0728813559322033,0.0084745762711864,0.023728813559322,,,0.0084745762711864,0.1389830508474576,0.0169491525423728,0.0135593220338983,0.0271186440677966,0.0322033898305084,0.5457627118644067,0.0220338983050847,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0085,8.0,0.0258,2.0,11.0,0.0186,16.0,0.0832,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0029,0.0,18.0,181.5,0.0113773728813559,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.4517,normal,-0.839,high,1.0,low,1.0,low,1.0,low,0.7691,low,1.0,low,0.6505,low,0.7871,0.003,keyword_dictionary_weighted,0.0054,0.0572,0.0868,0.0021,0.0114,0.0168,0.0288,0.0457,0.0114,0.0054,0.0572,risk,0.0,0.0,
china_institute_malaya,China Institute,Malaysia,Asia,University of Malaya,,University institute,China studies and Malaysia-China relations,,https://ci.um.edu.my/,https://ci.um.edu.my/,,,,,,,,,University of Malaya China institute.,MY,University of Malaya,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Malaya,University of Malaya,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,0.0117252931323283,0.0469011725293132,0.0318257956448911,0.0737018425460636,0.0100502512562814,0.0217755443886097,,,0.0083752093802345,0.1373534338358459,0.0184254606365159,0.0134003350083752,0.0284757118927973,0.0318257956448911,0.5443886097152428,0.0217755443886097,597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0084,8.0,0.0255,2.0,11.0,0.0184,16.0,0.0822,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0028,0.0,18.0,181.5,0.0112439698492462,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.4581,normal,-0.8193,high,1.0,low,1.0,low,1.0,low,0.7691,low,1.0,low,0.6505,low,0.7878,0.003,keyword_dictionary_weighted,0.0053,0.0566,0.088,0.002,0.0113,0.0166,0.0292,0.0451,0.0113,0.0053,0.0566,risk,0.0,0.0,
china_institute_waterloo,China Institute,Canada,North America,University of Waterloo,,University institute,"China engagement, research, exchange",,https://uwaterloo.ca/china,https://uwaterloo.ca/china,,,,,,,,,Waterloo China Institute / China engagement portal.,CA,University of Waterloo,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Waterloo,University of Waterloo,,,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute/china-engaged-staff,https://www.birmingham.ac.uk/collaborate/global-engagement/china-institute,,,0.0118443316412859,0.0473773265651438,0.0304568527918781,0.0744500846023688,0.0084602368866328,0.0236886632825719,,,0.0084602368866328,0.1387478849407783,0.0169204737732656,0.0135363790186125,0.027072758037225,0.0321489001692047,0.544839255499154,0.0219966159052453,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0085,8.0,0.0257,2.0,11.0,0.0186,16.0,0.0831,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0017,1.0,0.0029,0.0,18.0,181.5,0.0113581218274111,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,0.4517,normal,-0.839,high,1.0,low,1.0,low,1.0,low,0.7691,low,1.0,low,0.6505,low,0.7871,0.003,keyword_dictionary_weighted,0.0054,0.0571,0.0867,0.0021,0.0114,0.0168,0.0288,0.0456,0.0114,0.0054,0.0571,risk,0.0,0.0,
china_matters,China Matters,Australia,Oceania,Independent policy organization,,Policy organization,Australia-China policy dialogue,,https://www.chinamatters.org.au/,https://www.chinamatters.org.au/,2016.0,,,,,,,,Independent Australia-China policy organization.,AU,Independent policy organization,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Independent policy organization,Independent policy organization,,,https://chinamatters.org.au/policy-brief/,https://www.chinamatters.org.au/,https://chinamatters.org.au/policy-brief/,,,0.0862068965517241,0.0172413793103448,0.0344827586206896,,0.0344827586206896,0.0862068965517241,,,0.0172413793103448,0.1034482758620689,0.1034482758620689,0.0172413793103448,0.0172413793103448,0.1896551724137931,0.293103448275862,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0172,1.0,0.0496,0.0,1.0,0.0172,1.0,2.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.2058320689655172,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,-0.7006,high,-1.0,high,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.8,0.0034,keyword_dictionary_weighted,0.5906,1.0345,1.217,0.1125,0.0,0.0042,0.6351,0.7401,0.0,0.5906,1.0345,risk,0.0,0.0,
china_policy_institute_cpi_analysis,China Policy Institute / CPI Analysis,United Kingdom,Europe,University of Nottingham-linked analysis platform,https://ror.org/01xg9fy93,Research institute / analysis platform,"Contemporary China policy, politics, economy",,https://cpianalysis.org/,https://cpianalysis.org/,2006.0,,,,,,,,China-focused analysis platform linked to Nottingham scholars.,GB,University of Nottingham-linked analysis platform,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Nottingham-linked analysis platform,University of Nottingham-linked analysis platform,,,https://www.nottingham.ac.uk/iaps/research/cpi/index.aspx,https://www.nottingham.ac.uk/business/who-we-are/centres-and-institutes/crg/people.aspx,https://www.nottingham.ac.uk/iaps/research/cpi/index.aspx,,,0.070607553366174,0.0558292282430213,0.0344827586206896,0.0607553366174055,0.0164203612479474,0.0459770114942528,0.0032840722495894,0.0032840722495894,0.0131362889983579,0.0082101806239737,0.0738916256157635,0.0558292282430213,0.0246305418719211,0.1691297208538587,0.3563218390804598,0.0082101806239737,609.0,1.0,0.0016,1.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0082,5.0,0.221,0.0,4.0,0.0066,4.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0016,1.0,0.0023,0.0,11.0,58.5,0.0256701970443349,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,0.7537,low,1.0,low,0.471,normal,0.3474,normal,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,0.671,low,0.8243,0.0018,keyword_dictionary_weighted,0.0579,0.2467,0.7546,0.0085,0.0,0.0187,0.2521,0.1815,0.0,0.0579,0.2467,risk,0.0,0.0,
china_programme_ifri,China programme,France,Europe,French Institute of International Relations (Ifri),,Think tank programme,China policy and strategy,,https://www.ifri.org/en/regions/asia/china,https://www.ifri.org/en/regions/asia/china,,,,,,,,,Ifri China programme.,FR,French Institute of International Relations (Ifri),policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French Institute of International Relations (Ifri),French Institute of International Relations (Ifri),,,https://www.ifri.org/en/regions/asia/china,https://www.ifri.org/en/regions/asia/china,https://www.ifri.org/en/regions/asia-and-indo-pacific/china,,,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.1666666666666666,,0.0555555555555555,0.0555555555555555,,,0.0555555555555555,0.0555555555555555,,,0.1111111111111111,0.1666666666666666,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0034,0.136,0.1234,0.0,0.0,0.0413,0.0384,0.1089,0.0,0.0034,0.136,engagement,0.0,0.0,
china_programme_twai,China programme,Italy,Europe,Torino World Affairs Institute,,Think tank programme,China policy,,https://www.twai.it/tag/china/,https://www.twai.it/tag/china/,,,,,,,,,T.wai China programme.,IT,Torino World Affairs Institute,policy / think tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torino World Affairs Institute,Torino World Affairs Institute,,,https://www.ifri.org/en/regions/asia/china,https://www.ifri.org/en/regions/asia/china,https://www.ifri.org/en/regions/asia-and-indo-pacific/china,,,0.1111111111111111,0.0555555555555555,0.1666666666666666,0.1666666666666666,,0.0555555555555555,0.0555555555555555,,,0.0555555555555555,0.0555555555555555,,,0.1111111111111111,0.1666666666666666,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0034,0.136,0.1234,0.0,0.0,0.0413,0.0384,0.1089,0.0,0.0034,0.136,engagement,0.0,0.0,
china_programs,China programs,France,Europe,Sciences Po,,Research programme,China politics and international relations,,https://www.sciencespo.fr/ceri/en/content/china-0,https://www.sciencespo.fr/ceri/en/content/china-0,,,,,,,,,Sciences Po / CERI China work.,FR,Sciences Po,program / project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sciences Po,Sciences Po,,,https://www.sciencespo.fr/ceri/en/content/china-0,https://www.sciencespo.fr/ceri/en/content/china-0,https://www.sciencespo.fr/ceri/en/content/china-0,,,,0.024390243902439,0.1219512195121951,,0.048780487804878,0.073170731707317,,,,,0.1707317073170731,,,0.3170731707317073,0.2439024390243902,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.017,0.3213,0.017,0.0255,0.0,0.0,0.0195,0.2295,0.0,0.017,0.3213,engagement,0.0,0.0,
china_research_center,China Research Center,South Korea,Asia,Dongseo University,,Research center,China studies and regional issues,,https://uni.dongseo.ac.kr/chinaeng/index.php?pCode=MN0000090,https://uni.dongseo.ac.kr/chinaeng/index.php?pCode=MN0000090,,,,,,,,,South Korea-based China research center.,KR,Dongseo University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dongseo University,Dongseo University,,,https://uni.dongseo.ac.kr/chinaeng/index.php?pCode=MN0000090,https://uni.dongseo.ac.kr/chinaeng/index.php?pCode=MN0000090,https://uni.dongseo.ac.kr/chinaeng/index.php?pCode=MN0000090,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hawkish,0.0,0.0,
china_research_centre,China Research Centre,Japan,Asia,Kwansei Gakuin University,,Research center,Contemporary China research,,https://global.kwansei.ac.jp/research/research_institutes/china_research_centre/,https://global.kwansei.ac.jp/research/research_institutes/china_research_centre/,,,,,,,,,Japan-based China research center.,JP,Kwansei Gakuin University,academic center / institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kwansei Gakuin University,Kwansei Gakuin University,,,https://global.kwansei.ac.jp/research/research_institutes/china_research_centre/,https://global.kwansei.ac.jp/research/research_institutes/china_research_centre/,https://global.kwansei.ac.jp/research/research_institutes/china_research_centre/,,,,,,,,,,,,,,,,,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064965116279069,0.0019383720930232,0.0155023255813953,0.010113953488372,0.0021662790697674,0.0030755813953488,0.0042988372093023,0.0073627906976744,0.0054011627906976,0.004863953488372,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,low,1.0,0.0,keyword_dictionary_weighted,0.0,0.7113,0.0,0.0,0.0,0.0,0.0,0.508,0.0,0.0,0.7113,engagement,0.0,0.0,
china_research_institute_at_flacso_ecuador,China Research Institute at FLACSO Ecuador,Ecuador / China,Latin America / Asia,FLACSO Ecuador / Beijing Language and Culture University,,Joint research institute,"China studies in Latin America, humanities, education cooperation",,https://english.blcu.edu.cn/info/1661/4371.htm,https://english.blcu.edu.cn/info/1661/4371.htm,2025.0,,,,,,,,Joint China studies platform with FLACSO Ecuador.,,FLACSO Ecuador; Beijing Language and Culture University,joint center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLACSO Ecuador / Beijing Language and Culture University,FLACSO Ecuador,Beijing Language and Culture University,,https://english.blcu.edu.cn/info/1661/4371.htm,https://english.blcu.edu.cn/info/1661/4371.htm,https://english.blcu.edu.cn/info/1661/4371.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
